Date,Open,High,Low,Close
05/25/1994,3020.7,3020.7,3020.7,3020.7
05/26/1994,3019.7,3019.7,3019.7,3019.7
05/27/1994,2966.4,2966.4,2966.4,2966.4
05/31/1994,2970.5,2970.5,2970.5,2970.5
06/01/1994,2931.9,2931.9,2931.9,2931.9
06/02/1994,2980.8,2980.8,2980.8,2980.8
06/03/1994,2997.8,2997.8,2997.8,2997.8
06/06/1994,3009.4,3009.4,3009.4,3009.4
06/07/1994,3004.8,3004.8,3004.8,3004.8
06/08/1994,3038.2,3038.2,3038.2,3038.2
06/09/1994,3028.9,3028.9,3028.9,3028.9
06/10/1994,3055.9,3055.9,3055.9,3055.9
06/13/1994,3016.3,3016.3,3016.3,3016.3
06/14/1994,3039.6,3039.6,3039.6,3039.6
06/15/1994,3045.8,3045.8,3045.8,3045.8
06/16/1994,3030.1,3030.1,3030.1,3030.1
06/20/1994,2971.1,2971.1,2971.1,2971.1
06/21/1994,2940.2,2940.2,2940.2,2940.2
06/22/1994,2960.4,2960.4,2960.4,2960.4
06/23/1994,2942.4,2942.4,2942.4,2942.4
06/24/1994,2876.6,2876.6,2876.6,2876.6
06/27/1994,2899.9,2899.9,2899.9,2899.9
06/28/1994,2909,2909,2909,2909
06/29/1994,2946.3,2946.3,2946.3,2946.3
06/30/1994,2919.2,2919.2,2919.2,2919.2
07/01/1994,2936.4,2936.4,2936.4,2936.4
07/04/1994,2970.4,2970.4,2970.4,2970.4
07/05/1994,2965,2965,2965,2965
07/06/1994,2946.7,2946.7,2946.7,2946.7
07/07/1994,2964.4,2964.4,2964.4,2964.4
07/08/1994,2962.4,2962.4,2962.4,2962.4
07/11/1994,2983.8,2983.8,2983.8,2983.8
07/12/1994,2963.9,2963.9,2963.9,2963.9
07/13/1994,3005.3,3005.3,3005.3,3005.3
07/14/1994,3050.4,3050.4,3050.4,3050.4
07/15/1994,3074.8,3074.8,3074.8,3074.8
07/18/1994,3082,3082,3082,3082
07/19/1994,3091.3,3091.3,3091.3,3091.3
07/20/1994,3077.2,3077.2,3077.2,3077.2
07/21/1994,3095.1,3095.1,3095.1,3095.1
07/22/1994,3114.7,3114.7,3114.7,3114.7
07/25/1994,3106.1,3106.1,3106.1,3106.1
07/26/1994,3117.2,3117.2,3117.2,3117.2
07/27/1994,3082.3,3082.3,3082.3,3082.3
07/28/1994,3095.9,3095.9,3095.9,3095.9
07/29/1994,3082.6,3082.6,3082.6,3082.6
08/01/1994,3097.4,3097.4,3097.4,3097.4
08/02/1994,3157.5,3157.5,3157.5,3157.5
08/03/1994,3160.4,3160.4,3160.4,3160.4
08/04/1994,3150.5,3150.5,3150.5,3150.5
08/05/1994,3167.5,3167.5,3167.5,3167.5
08/08/1994,3171.9,3171.9,3171.9,3171.9
08/09/1994,3168.6,3168.6,3168.6,3168.6
08/10/1994,3167,3167,3167,3167
08/11/1994,3138.2,3138.2,3138.2,3138.2
08/12/1994,3142.3,3142.3,3142.3,3142.3
08/15/1994,3142.2,3142.2,3142.2,3142.2
08/16/1994,3147.3,3147.3,3147.3,3147.3
08/17/1994,3190.3,3190.3,3190.3,3190.3
08/18/1994,3182.6,3182.6,3182.6,3182.6
08/19/1994,3191.4,3191.4,3191.4,3191.4
08/22/1994,3171.3,3171.3,3171.3,3171.3
08/23/1994,3175.1,3175.1,3175.1,3175.1
08/24/1994,3205.2,3205.2,3205.2,3205.2
08/25/1994,3234.2,3234.2,3234.2,3234.2
08/26/1994,3265.1,3265.1,3265.1,3265.1
08/30/1994,3249.6,3249.6,3249.6,3249.6
08/31/1994,3251.3,3251.3,3251.3,3251.3
09/01/1994,3216.5,3216.5,3216.5,3216.5
09/02/1994,3222.7,3222.7,3222.7,3222.7
09/05/1994,3241.5,3241.5,3241.5,3241.5
09/06/1994,3205.4,3205.4,3205.4,3205.4
09/07/1994,3203.9,3203.9,3203.9,3203.9
09/08/1994,3180,3180,3180,3180
09/09/1994,3139.3,3139.3,3139.3,3139.3
09/12/1994,3128.8,3128.8,3128.8,3128.8
09/13/1994,3121.4,3121.4,3121.4,3121.4
09/14/1994,3079.8,3079.8,3079.8,3079.8
09/15/1994,3112.7,3112.7,3112.7,3112.7
09/16/1994,3065.1,3065.1,3065.1,3065.1
09/19/1994,3079.1,3079.1,3079.1,3079.1
09/20/1994,3037.3,3037.3,3037.3,3037.3
09/21/1994,3014.8,3014.8,3014.8,3014.8
09/22/1994,3021.2,3021.2,3021.2,3021.2
09/23/1994,3028.2,3028.2,3028.2,3028.2
09/26/1994,2999.8,2999.8,2999.8,2999.8
09/27/1994,3008.5,3008.5,3008.5,3008.5
09/28/1994,3038.7,3038.7,3038.7,3038.7
09/29/1994,2992.5,2992.5,2992.5,2992.5
09/30/1994,3026.3,3026.3,3026.3,3026.3
10/03/1994,2983.5,2983.5,2983.5,2983.5
10/04/1994,3001.8,3001.8,3001.8,3001.8
10/05/1994,2956.3,2956.3,2956.3,2956.3
10/06/1994,2984.4,2984.4,2984.4,2984.4
10/07/1994,2998.7,2998.7,2998.7,2998.7
10/10/1994,3032.3,3032.3,3032.3,3032.3
10/11/1994,3073,3073,3073,3073
10/12/1994,3100.5,3100.5,3100.5,3100.5
10/13/1994,3141.9,3141.9,3141.9,3141.9
10/14/1994,3106.7,3106.7,3106.7,3106.7
10/17/1994,3120.2,3120.2,3120.2,3120.2
10/18/1994,3085.3,3085.3,3085.3,3085.3
10/19/1994,3060.8,3060.8,3060.8,3060.8
10/20/1994,3063.2,3063.2,3063.2,3063.2
10/21/1994,3032.8,3032.8,3032.8,3032.8
10/24/1994,3029.1,3029.1,3029.1,3029.1
10/25/1994,3000.9,3000.9,3000.9,3000.9
10/26/1994,2999.9,2999.9,2999.9,2999.9
10/27/1994,3029.6,3029.6,3029.6,3029.6
10/28/1994,3083.8,3083.8,3083.8,3083.8
10/31/1994,3097.4,3097.4,3097.4,3097.4
11/01/1994,3096.3,3096.3,3096.3,3096.3
11/02/1994,3081.3,3081.3,3081.3,3081.3
11/03/1994,3104.4,3104.4,3104.4,3104.4
11/04/1994,3097.6,3097.6,3097.6,3097.6
11/07/1994,3065.8,3065.8,3065.8,3065.8
11/08/1994,3063.8,3063.8,3063.8,3063.8
11/09/1994,3099.6,3099.6,3099.6,3099.6
11/10/1994,3103.5,3103.5,3103.5,3103.5
11/11/1994,3075.9,3075.9,3075.9,3075.9
11/14/1994,3095.3,3095.3,3095.3,3095.3
11/15/1994,3135.4,3135.4,3135.4,3135.4
11/16/1994,3146.5,3146.5,3146.5,3146.5
11/17/1994,3127.5,3127.5,3127.5,3127.5
11/18/1994,3131,3131,3131,3131
11/21/1994,3121,3121,3121,3121
11/22/1994,3078.7,3078.7,3078.7,3078.7
11/23/1994,3027.5,3027.5,3027.5,3027.5
11/24/1994,3036.6,3036.6,3036.6,3036.6
11/25/1994,3033.5,3033.5,3033.5,3033.5
11/28/1994,3047.1,3047.1,3047.1,3047.1
11/29/1994,3061.1,3061.1,3061.1,3061.1
11/30/1994,3081.4,3081.4,3081.4,3081.4
12/01/1994,3039.6,3039.6,3039.6,3039.6
12/02/1994,3017.3,3017.3,3017.3,3017.3
12/05/1994,3033.5,3033.5,3033.5,3033.5
12/06/1994,3016.1,3016.1,3016.1,3016.1
12/07/1994,3012.5,3012.5,3012.5,3012.5
12/08/1994,3013.8,3013.8,3013.8,3013.8
12/09/1994,2977.3,2977.3,2977.3,2977.3
12/12/1994,2943.4,2943.4,2943.4,2943.4
12/13/1994,2946.4,2946.4,2946.4,2946.4
12/14/1994,2980.6,2980.6,2980.6,2980.6
12/15/1994,2973.4,2973.4,2973.4,2973.4
12/16/1994,3013.6,3013.6,3013.6,3013.6
12/19/1994,3034.4,3034.4,3034.4,3034.4
12/20/1994,3058.1,3058.1,3058.1,3058.1
12/21/1994,3070.4,3070.4,3070.4,3070.4
12/22/1994,3091.7,3091.7,3091.7,3091.7
12/23/1994,3083.4,3083.4,3083.4,3083.4
12/28/1994,3095.8,3095.8,3095.8,3095.8
12/29/1994,3065.6,3065.6,3065.6,3065.6
12/30/1994,3065.5,3065.5,3065.5,3065.5
01/03/1995,3065.7,3065.7,3065.7,3065.7
01/04/1995,3051.6,3051.6,3051.6,3051.6
01/05/1995,3032.3,3032.3,3032.3,3032.3
01/06/1995,3065,3065,3065,3065
01/09/1995,3055.8,3055.8,3055.8,3055.8
01/10/1995,3060.4,3060.4,3060.4,3060.4
01/11/1995,3049.4,3049.4,3049.4,3049.4
01/12/1995,3033.2,3033.2,3033.2,3033.2
01/13/1995,3048.3,3048.3,3048.3,3048.3
01/16/1995,3076.7,3076.7,3076.7,3076.7
01/17/1995,3054.4,3054.4,3054.4,3054.4
01/18/1995,3054.9,3054.9,3054.9,3054.9
01/19/1995,3028.6,3028.6,3028.6,3028.6
01/20/1995,2995,2995,2995,2995
01/23/1995,2954.2,2954.2,2954.2,2954.2
01/24/1995,2969,2969,2969,2969
01/25/1995,2982.2,2982.2,2982.2,2982.2
01/26/1995,3007.3,3007.3,3007.3,3007.3
01/27/1995,3022.2,3022.2,3022.2,3022.2
01/30/1995,2995.9,2995.9,2995.9,2995.9
01/31/1995,2991.6,2991.6,2991.6,2991.6
02/01/1995,3017.3,3017.3,3017.3,3017.3
02/02/1995,3034.7,3034.7,3034.7,3034.7
02/03/1995,3059.7,3059.7,3059.7,3059.7
02/06/1995,3062,3062,3062,3062
02/07/1995,3072.7,3072.7,3072.7,3072.7
02/08/1995,3072.5,3072.5,3072.5,3072.5
02/09/1995,3099,3099,3099,3099
02/10/1995,3109.9,3109.9,3109.9,3109.9
02/13/1995,3081.1,3081.1,3081.1,3081.1
02/14/1995,3071.3,3071.3,3071.3,3071.3
02/15/1995,3074.9,3074.9,3074.9,3074.9
02/16/1995,3051.1,3051.1,3051.1,3051.1
02/17/1995,3044.2,3044.2,3044.2,3044.2
02/20/1995,3018.6,3018.6,3018.6,3018.6
02/21/1995,3023.4,3023.4,3023.4,3023.4
02/22/1995,3019.5,3019.5,3019.5,3019.5
02/23/1995,3049.3,3049.3,3049.3,3049.3
02/24/1995,3037.7,3037.7,3037.7,3037.7
02/27/1995,3025.3,3025.3,3025.3,3025.3
02/28/1995,3009.3,3009.3,3009.3,3009.3
03/01/1995,3041.2,3041.2,3041.2,3041.2
03/02/1995,3038.2,3038.2,3038.2,3038.2
03/03/1995,3025.1,3025.1,3025.1,3025.1
03/06/1995,3001.9,3001.9,3001.9,3001.9
03/07/1995,2977,2977,2977,2977
03/08/1995,2992.1,2992.1,2992.1,2992.1
03/09/1995,2986.9,2986.9,2986.9,2986.9
03/10/1995,3021.1,3021.1,3021.1,3021.1
03/13/1995,3011.8,3011.8,3011.8,3011.8
03/14/1995,3050.6,3050.6,3050.6,3050.6
03/15/1995,3047,3047,3047,3047
03/16/1995,3094.1,3094.1,3094.1,3094.1
03/17/1995,3089.3,3089.3,3089.3,3089.3
03/20/1995,3124.2,3124.2,3124.2,3124.2
03/21/1995,3135,3135,3135,3135
03/22/1995,3139.7,3139.7,3139.7,3139.7
03/23/1995,3136.4,3136.4,3136.4,3136.4
03/24/1995,3153.4,3153.4,3153.4,3153.4
03/27/1995,3149.8,3149.8,3149.8,3149.8
03/28/1995,3128.3,3128.3,3128.3,3128.3
03/29/1995,3142.3,3142.3,3142.3,3142.3
03/30/1995,3176.2,3176.2,3176.2,3176.2
03/31/1995,3137.9,3137.9,3137.9,3137.9
04/03/1995,3143.1,3143.1,3143.1,3143.1
04/04/1995,3188.1,3188.1,3188.1,3188.1
04/05/1995,3190.2,3190.2,3190.2,3190.2
04/10/1995,3204.2,3204.2,3204.2,3204.2
04/11/1995,3190.9,3190.9,3190.9,3190.9
04/12/1995,3209.8,3209.8,3209.8,3209.8
04/13/1995,3208.8,3208.8,3208.8,3208.8
04/20/1995,3174.7,3174.7,3174.7,3174.7
04/21/1995,3199.9,3199.9,3199.9,3199.9
04/24/1995,3209.3,3209.3,3209.3,3209.3
04/25/1995,3214.9,3214.9,3214.9,3214.9
04/26/1995,3226.2,3226.2,3226.2,3226.2
04/27/1995,3217.6,3217.6,3217.6,3217.6
04/28/1995,3216.7,3216.7,3216.7,3216.7
05/01/1995,3226.5,3226.5,3226.5,3226.5
05/02/1995,3248.2,3248.2,3248.2,3248.2
05/03/1995,3262.6,3262.6,3262.6,3262.6
05/04/1995,3264.3,3264.3,3264.3,3264.3
05/05/1995,3251.7,3251.7,3251.7,3251.7
05/09/1995,3261.2,3261.2,3261.2,3261.2
05/10/1995,3290.1,3290.1,3290.1,3290.1
05/11/1995,3317.9,3317.9,3317.9,3317.9
05/12/1995,3310.3,3310.3,3310.3,3310.3
05/15/1995,3310.7,3310.7,3310.7,3310.7
05/16/1995,3300.8,3300.8,3300.8,3300.8
05/17/1995,3297.4,3297.4,3297.4,3297.4
05/18/1995,3285.8,3285.8,3285.8,3285.8
05/19/1995,3261,3261,3261,3261
05/22/1995,3284.5,3284.5,3284.5,3284.5
05/23/1995,3291.8,3291.8,3291.8,3291.8
05/24/1995,3327.3,3327.3,3327.3,3327.3
05/25/1995,3328.2,3328.2,3328.2,3328.2
05/26/1995,3311.1,3311.1,3311.1,3311.1
05/30/1995,3309.9,3309.9,3309.9,3309.9
05/31/1995,3319.4,3319.4,3319.4,3319.4
06/01/1995,3340.6,3340.6,3340.6,3340.6
06/02/1995,3345,3345,3345,3345
06/05/1995,3376.6,3376.6,3376.6,3376.6
06/08/1995,3380.8,3380.8,3380.8,3380.8
06/09/1995,3337.7,3337.7,3337.7,3337.7
06/12/1995,3344.6,3344.6,3344.6,3344.6
06/13/1995,3348,3348,3348,3348
06/14/1995,3339.8,3339.8,3339.8,3339.8
06/15/1995,3370.4,3370.4,3370.4,3370.4
06/16/1995,3366.1,3366.1,3366.1,3366.1
06/19/1995,3381.3,3381.3,3381.3,3381.3
06/20/1995,3377.2,3377.2,3377.2,3377.2
06/21/1995,3378.3,3378.3,3378.3,3378.3
06/22/1995,3403.8,3403.8,3403.8,3403.8
06/23/1995,3379.4,3379.4,3379.4,3379.4
06/26/1995,3309.2,3309.2,3309.2,3309.2
06/27/1995,3313.2,3313.2,3313.2,3313.2
06/28/1995,3282.7,3282.7,3282.7,3282.7
06/29/1995,3294,3294,3294,3294
06/30/1995,3314.6,3314.6,3314.6,3314.6
07/03/1995,3323.7,3323.7,3323.7,3323.7
07/04/1995,3349.2,3349.2,3349.2,3349.2
07/05/1995,3394.9,3394.9,3394.9,3394.9
07/06/1995,3388.3,3388.3,3388.3,3388.3
07/07/1995,3462.9,3462.9,3462.9,3462.9
07/10/1995,3455,3455,3455,3455
07/11/1995,3464,3464,3464,3464
07/12/1995,3450.6,3450.6,3450.6,3450.6
07/13/1995,3447.2,3447.2,3447.2,3447.2
07/14/1995,3429.2,3429.2,3429.2,3429.2
07/17/1995,3442.6,3442.6,3442.6,3442.6
07/18/1995,3420.7,3420.7,3420.7,3420.7
07/19/1995,3405.3,3405.3,3405.3,3405.3
07/20/1995,3400.4,3400.4,3400.4,3400.4
07/21/1995,3413.1,3413.1,3413.1,3413.1
07/24/1995,3431.6,3431.6,3431.6,3431.6
07/25/1995,3432.9,3432.9,3432.9,3432.9
07/26/1995,3454.3,3454.3,3454.3,3454.3
07/27/1995,3458.3,3458.3,3458.3,3458.3
